AirportCode,AirportName,Country
KYH,Lake Harbor Regional, Australia 
 U42 , Salt Lake City Municipal 2 , United States 
 OGD , Ogden-Hinckley , United States 
 CGC , Crystal River , United States 
 ADQ , KODIAK , United States 
 LWB , Greenbriar Valley Airport , United States 
STB,Oak Harbor Airfield, United States 
 HAO , Butler County Regional Airport , United States 
NUU,Redwood Bluff International, United States 
 P48 , Pleasant Valley , United States 
 KBHC , Baxley Municipal Airport , United States 
 APA , CENTENNIAL , United States 
EKG,Sky Point Regional, United States 
 KMDQ , Madison County Executive , United States 
 N/A , Yankee Field , United States 
ZGK,Clearwater Bay International, United States 
 54CL , Lake Riverside Estates , United States 
 JOT , Joliet Regional Airport , United States 
SRH,Redwood Harbor Municipal, United States 
FZC,Lake Heights Airport, United States 
 16AK , Gattis Strip , United States 
 PUB , Pueblo Memorial , United States 
DMY,Sky Field Airport, Mexico 
 8TN7 , Short Creek , United States 
DWG,Mountain Harbor Municipal, France 
MVF,Redwood Springs International, United States 
 ELA , Eagle Lake Airport , United States 
 DFW , Dallas/Ft. Worth International , United States 
 LNC , Lancaster Airport , United States 
ULI,Mountain Heights Municipal, United States 
 5ND9 , Deck Airport , United States 
WWY,Sky Heights International, United States 
HAB,Redwood Valley Regional, United States 
VWZ,River Bluff Regional, United States 
QQU,Sky Bluff Airfield, Dominican Republic 
 O60 , CLOVERDALE MUNI , United States 
 LRU , LAS CRUCES INTERNATIONAL , United States 
 1G1 , Elyria Airport , United States 
FFE,Clearwater Bay International, United States 
 NQA , Millington Municipal Airport , United States 
OKB,River Point Airport, United States 
MNM,Silver Harbor Airfield, United States 
IBI,Mountain Springs Airport, United States 
GIP,Clearwater Harbor Airfield, United States 
 PBF , Grider Field Airport , United States 
 RAP , Rapid City Regional , United States 
HDX, Private Airstrip , United States 
 KX25 , Chalet Suzanne , United States 
WPD,Silver Heights International, United States 
 U13 , Junction , United States 
QHQ,Sky Creek International, United States 
UPU,River Bluff Airport, United States 
 PVT , Hampton-Russell Airstrip , United States 
 FSK , FORT SCOTT MUNI , United States 
EAA,Silver Field Airfield, United States 
XTG,Silver Point Airport, United States 
ODP,Mountain Field Regional, United States 
CHG,Silver Bluff Airfield, United States 
 42U , MORGAN COUNTY , United States 
 M99 , Saline County Airport/Watts , United States 
JDJ, Private Airstrip , United States 
 EUL , Caldwell Industrial , United States 
VNW,Lake Valley Airfield, United States 
ROG,Mountain Valley International, United States 
 CCR , Buchanan Field Airport , United States 
VJJ,Silver Hill Regional, United States 
AJZ,Clearwater Hill Regional, Australia 
MWX,Sky Point Airfield, United States 
 SNH , Savannah Hardin County , United States 
 MTW , Manitowoc County , United States 
PPF,Green Valley Regional, United States 
EPT,Lake Springs Regional, United States 
 6S3 , Columbus , United States 
NOB,Clearwater Springs Municipal, United States 
 X39 , Tampa North Aero Park , United States 
RWZ,Mountain Heights Airfield, United States 
 NONE , Weldone Flying Service , United States 
 NONE , Weldone Flying Service , United States 
 CD82 , Val - Air , United States 
 1O6 , Dunsmuir Municipal - Mott , United States 
 MEV , Minden-Tahoe , United States 
 N31 , Kutztown Airport , United States 
 PAEN , Kenai Municipal Airport , United States 
 FIT , Fitchburg Municipal Airport , United States 
IJJ,Silver Heights Airport, United States 
RDU,Green Creek International, United States 
 OWA , Owatonna Degner Regional , United States 
ESC,Lake Valley Airfield, United States 
MPX,Sky Bay Airfield, United States 
BZT,Sunset Point Airfield, United States 
 LLN , Levelland Municipal Airport , United States 
 PANC , Anchorage International , United States 
 HQZ , Mesquite Metro Airport , United States 
 O22 , Columbia , United States 
 1Q2 , Spaulding Airport , United States 
HFC,Redwood Bluff Airfield, United States 
 AUN , Auburn Municipal Airport , United States 
OYE,Redwood Creek Airport, United States 
 40G , Valle Airport , United States 
EVU,Mountain Bluff Airfield, Australia 
 STS , Charles M. Shultz - Sonoma Co. , United States 
 KCRE , N. Myrtle Beach/Grand Strand , United States 
 PAMR , Merrill Field , United States 
 3O7 , Hollister Municipal , United States 
IVI,Silver Valley Regional, United States 
 RGK , Red Wing Regional , United States 
DAP,Oak Heights Airfield, United States 
 4AR5 , Lawrence Field Gliderport , United States 
 HVR , Havre City - County , United States 
 05S , Vernonia Municipal , United States 
 PVT , Coover Flying Field , United States 
 0B7 , Warren-Sugarbush , United States 
 08M , Carthage-Leake County , United States 
 ORH , Worcester Regional Airport , United States 
MXR,Green Valley Airport, Bahamas 
QZT,River Hill International, United States 
 PRB , Paso Robles Municipal , United States 
NJC,River Springs Municipal, United States 
 5V4 , Calhan , United States 
 STF , George M. Bryan Field , United States 
 VGT , NORTH LAS VEGAS AIR TERMINAL , United States 
 6R3 , Cleveland Municipal Airport , United States 
 FIT , Fitchburg Municipal Airport , United States 
 MYAM , Marsh Harbour International , Bahamas 
DEH,River Harbor Airport, Indonesia 
 STL , St. Louis International , United States 
 00V , Meadow Lake , United States 
 NONE , Cooper Flying Service Airstrip , United States 
 2DT , Downtown Airpark , United States 
YUS,Sky Field Regional, United States 
RGF,Redwood Bay Airport, United States 
 FBR , Fort Bridger , United States 
 NONE ,Sky Creek Municipal, United States 
FYD,Green Creek Municipal, United States 
 0GE5 , Mountain Airpark , United States 
SMY,Clearwater Creek Municipal, United States 
BHZ,Green Bluff Municipal, United States 
BEB, Chester Fire Base , United States 
 NONE ,Green Field Regional, United States 
 AXS , Altus Municipal , United States 
 OXC , Waterbury-Oxford Airport , United States 
 EVW , Uinta County-Burns Field , United States 
KOS,Silver Harbor Airfield, United States 
SLN,Mountain Springs Regional, United States 
 09XS , Baptist Medical Center , United States 
 PDK , DeKalb Peachtree Airport , United States 
 NV23 , Air Sailing Gliderport , United States 
 K61B , Boulder City Municipal , United States 
YEW,Lake Point Municipal, United States 
 RI11 , Riconn Airport , United States 
 KVGT , North Las Vegas , United States 
IHU,Oak Field Municipal, United States 
PKA,Mountain Field Airport, United States 
 5T6 , Dona Ana County at Santa Teres , United States 
HWL,Redwood Creek Airport, United States 
RAN,Sunset Harbor Municipal, United States 
XVT,Redwood Valley Airfield, United States 
NHZ,Lake Harbor Regional, United States 
BFA,Sunset Harbor Municipal, United States 
JFB,Oak Bluff Airport, United States 
 KLVK , Livermore Municipal , United States 
 KVNC , Venice Municipal , United States 
 LVK , Livermore Municipal Airport , United States 
 KHHR , Jack Northrop Field/Hawthorne , United States 
HHJ,Clearwater Bay Regional, United States 
 SGS , Fleming Field , United States 
 29F , Vaughn Airport , United States 
RYI,Oak Harbor Airfield, United States 
LSF,Oak Valley Airport, United States 
OBS,Sunset Heights Municipal, Norway 
WYU,Silver Harbor Municipal, Peru 
NLP,Redwood Point Regional, United States 
 NQA , MEMPHIS NAS , United States 
 KCHD , Chandler , United States 
 MTJ , Montrose Regional , United States 
 FFC , Peachtree City , United States 
OQK,Lake Springs Airfield, Canada 
ZEC,River Hill Regional, Estonia 
 HWO , North Perry , United States 
ESZ,River Heights Regional, Argentina 
 53U , FERNDALE AIRFIELD , United States 
 OLD , Old Town Municipal Airport , United States 
XWF, None , United States 
 8S1 , Polson Airport , United States 
 RDU , Raleigh-Durham International , United States 
 EII , Egegik , United States 
 X01 , Everglades Airpark , United States 
MDK,Sunset Springs Airfield, United States 
VRD,Lake Field Airfield, United States 
FXD, Eliza Island Airstrip , United States 
 LNN , Lost Nation , United States 
DVL,Redwood Bay Airfield, United States 
MRO,Green Bay Municipal, United States 
 HOU , William P. Hobby , United States 
QZU,Green Point Regional, United States 
 Q69 , Ocean Ridge , United States 
 FLV , SHERMAN AAF , United States 
 80KY , David Lowe Airport , United States 
QYE,River Bluff Airport, United States 
CBZ,Silver Valley Airfield, United States 
 BWI , Baltimore-Washington Intl , United States 
EWH,Clearwater Bluff Regional, United States 
 EWN , Craven County Regional , United States 
OUL,Green Valley Municipal, United States 
DCJ, Private Airstrip , United States 
 SHN , SANDERSON FIELD , United States 
 NONE ,Green Bay Municipal, United States 
 CXP , Carson City , United States 
RIE,Green Valley Airfield, United States 
 PRVT , Shane Field , United States 
 USE , Fulton County Airport , United States 
 RYN , Ryan Field , United States 
 MA6 , Monponsett Pond , United States 
OUC,Redwood Creek Municipal, Colombia 
UNM,Green Harbor Airfield, United States 
ETB,Mountain Hill Municipal, United States 
 LNA , Palm Beach County Park , United States 
WBD,Silver Hill Airport, United States 
 9A4 , INDUSTRIAL AIRPARK , United States 
QBX,River Harbor Airfield, United States 
 KPDK , Peachtree DeKalb Airport , United States 
 KCRQ , McClellan-Palomar , United States 
 W52 , Goheen Airfield , United States 
 5F8 , Thackers Airport , United States 
YWB,Lake Valley Regional, United States 
FQC,River Heights Airfield, Chile 
 HXF , Hartford Municipal Airport , United States 
 SUJ , Luis Munoz Minor , United States 
CSN,Oak Creek Airport, United States 
 MVL , Morrisville-Stow State Airport , United States 
 GTU , Georgetown Municipal Airport , United States 
 GTU , Georgetown Municipal Airport , United States 
WFX, Air Sailing Glider Port , United States 
POU,Sky Bay Regional, United States 
 CGC , Crystal River , United States 
PTM, Gibbs Strip (private) , United States 
 KAPA , Centennial Airport , United States 
HUO,Redwood Field International, United States 
 1W3 , Mexico Farms Airport , United States 
UXA,Redwood Heights Airfield, United States 
 DKB , DeKalb Taylor Municipal , United States 
 PVT , Private Airstrip , United States 
 97MT , Cabin Creek Landing Airport , United States 
HPQ,Silver Field Airfield, United States 
GYA, Ganes Creek , United States 
 6MA0 , Lake Gardner Seaplane Base , United States 
YPW,Green Hill Airfield, United States 
 KTLR , Mefford Field , United States 
NVS, Hart , United States 
EXD, Private Strip , United States 
GBI,Lake Springs Airfield, United States 
 PTW , Pottstown Limerick Airport , United States 
 FD88 , Aero Acres Airport , United States 
 OOV , Meadowlake Airport , United States 
 06C , Schaumburg Regional Airport , United States 
WPI,Lake Field International, Colombia 
 GA27 , Mathis Airport , United States 
 CLS , Chehalis-Centralia , United States 
VXJ,Sky Hill International, United States 
AJF,River Point Municipal, Venezuela 
 3FD1 , Tampa Executive Airport , United States 
 6R9 , Llano Municipal Airport , United States 
 WDR , Winder Barrow County , United States 
XQI,Silver Harbor Airfield, United States 
 RDU , RALEIGH-DURHAM INTERNATIONAL , United States 
 ABE , Lehigh Valley International , United States 
CFL,Redwood Field Airfield, United States 
 KEB , English Bay , United States 
 30F , Lakeview Airport , United States 
OIT,Oak Creek Airfield, Mexico 
 LRY , LAWRENCE SMITH MEMORIAL , United States 
RZR,Clearwater Point Municipal, United States 
 DVT , Phoenix Deer Valley Airport , United States 
SQP,Sky Point Airfield, United States 
 CDI , Cambridge Municipal Airport , United States 
 7AL9 , Horak , United States 
 KRAL , Riverside Municipal Airport , United States 
 FXE , FORT LAUDERDALE EXECUTIVE , United States 
RAL,Clearwater Valley International, United States 
 RDM , ROBERTS FIELD , United States 
 TAN , Taunton Municipal Airport , United States 
 FRR , Warren County , United States 
 KAHN , Athens / Ben Epps , United States 
 OSU , Ohio State University , United States 
 7TA8 , John Henry Key , United States 
 GA06 , Monticello Sky Ranch Airport , United States 
 4W0 , Bandera State , United States 
HFU,Sunset Valley Municipal, United States 
 TOB , Dodge Center , United States 
 NONE ,Oak Springs International, United States 
 00R , Livingston Municipal , United States 
 RIL , Garfield County Regional , United States 
 BED , Bedford/Hanscom , United States 
 4A4 , Cornelius-Moore Field , United States 
 EXF , Shannon Airport , United States 
RWZ,Clearwater Bluff Airport, Colombia 
XPF,Sunset Bluff Airfield, Uruguay 
BLC,Oak Point Municipal, United States 
 RST , Rochester Muni , United States 
ADB,Oak Field Airfield, United States 
 VNY , Van Nuys , United States 
 OTE2 , Bell Hurst Training Facility , United States 
FKF,Oak Creek Airport, United States 
YRV,Lake Heights Airfield, United States 
 NONE , Private Airstrip , United States 
 51Z , MINTO /NEW/ , United States 
LEA,Mountain Harbor Airfield, United States 
 61B , Boulder City Municipal Airport , United States 
 Q53 , Franklin Field Airport , United States 
 LHM , Lincoln Regional , United States 
VIA,Sky Heights Airfield, United States 
 3DA , Dalton Airport , United States 
ZXP,Lake Harbor Airport, United States 
UHN, Strazzulla Groves , United States 
NGI,Oak Bluff Regional, United States 
TCL,Sunset Bluff International, United States 
 S67 , Nampa Municipal , United States 
YVW,Sky Valley International, United States 
 LGB , Long Beach Airport (Daugherty , United States 
 MIC , Crystal Airport , United States 
