RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,passenger_seats,AirportCode
 N6111C ,Airplane, Beech , A36 , No ,1, Reciprocating ,305,KZP
 N502GL ,Airplane, Great Lakes , 2T-1A , No ,1, Reciprocating ,160, MYF 
 N3464Q , Airplane , Piper , PA-28R-201T , No ,1, Reciprocating ,320,ABS
 N80TG , Airplane , Gray , Skybolt , Yes ,1, Reciprocating ,285, PVT 
 N1627B ,Airplane, Luscombe , 11A , No ,1, Reciprocating ,348, RDM 
 N6539P ,Airplane, Cessna , P210 , No ,1, Reciprocating ,334, I39 
 N9059A ,Airplane, Cessna , 170A , No ,1, Reciprocating ,283, OPF 
 N5LT ,Airplane, Cessna ,210, No ,1, Reciprocating ,270, APV 
 N1518 ,Airplane, Blair-American , USA , Yes ,1, Reciprocating ,347, FNL 
 N5531P ,Airplane, Cessna ,152, No ,1, Reciprocating ,197, FNL 
N2700V,Airplane, Robinson , R-22B , No ,2,Reciprocating,224,SOL
N0608N,Airplane, Cessna ,310, No ,2,Reciprocating,372,ZEM
N0950K,Airplane, Robinson , R22 , No ,2,Reciprocating,207,MUU
 N803ZG ,Airplane, Piper , PA-32R-301T , No ,1, Reciprocating ,240, SBA 
 N4306C ,Airplane, Champion , 7EC , No ,1, Reciprocating ,319, CKB 
 N6663P , Airplane , Cessna , P210N , No ,1, Reciprocating ,296, VGT 
 N6416W , Airplane , Cessna , P210N , No ,1, Reciprocating ,207, MHR 
 N1075P ,Airplane, Bell , 206L1 , No ,2, Turbo Shaft ,312, RVS 
 N655TV ,Airplane, American Eurocopter , AS350-BA , No ,1, Turbo Shaft ,222, OXR 
 N162WA ,Airplane, Swearingen , SA226TC , No ,2, Turbo Prop ,386, BOI 
 N995JW ,Airplane, Robinson , R22 BETA , No ,1, Reciprocating ,399,TXS
 N63887 ,Airplane, Piper , PA-23-250 , No ,2, Reciprocating ,251, DET 
 N411CP ,Airplane, Piper , PA-32-260 , No ,1, Reciprocating ,350,IJM
 N8077E ,Airplane, Cessna , 172N , No ,1, Reciprocating ,184, KSFB 
N8500U,Airplane, Boeing , B747-230C , No ,2,Reciprocating,162,YDT
N0921V,Airplane, Boeing , B767-200 , No ,2,Reciprocating,373,COA
N5887A,Airplane, Boeing , B737-300 , No ,2,Reciprocating,167,QCG
 N1826G , Airplane , Champion , 7GCBC , No ,1, Reciprocating ,249, 2J8 
 N4545M , Airplane , Beech ,58, No ,2, Reciprocating ,364, FD88 
 N90JW , Airplane ," Jabat, Inc. ", Avid Flyer , Yes ,1, Reciprocating ,307,IRP
 N2245M , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,399,QNK
 N49196 , Airplane , Cessna ,152, No ,1, Reciprocating ,150, RWI 
 N14288 , Airplane , Kinner , Sportster , No ,1, Reciprocating ,347, 44N 
 N704KX ,Airplane, Cessna , 150M , No ,1, Reciprocating ,362,YEP
 N46WT ,Airplane, Bruce , Protech PT2B , Yes ,1, Reciprocating ,184, Y43 
 N6854P ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,295, FFZ 
 N39971 ,Airplane, Taylorcraft , BC12-D , No ,1, Reciprocating ,400,RYC
 N496RL ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,179,WVP
 N711AH ,Airplane, Franzreb , Loehle 5151 Mustang , Yes ,1, Unknown ,311,IYI
 N7415Y ,Airplane, Piper , PA-30 , No ,2, Reciprocating ,268, 17K 
 N6254A ,Airplane, Wilson , Loenslo YMF-80 , Yes ,1, Reciprocating ,283, AXH 
 N2695W , Airplane , Mooney , M20E , No ,1, Reciprocating ,324, NONE 
 N80791 , Airplane , Temco , GC-1B , No ,1, Reciprocating ,320, AXX 
 N20519 , Airplane , Cessna , 172S , No ,1, Reciprocating ,219, P19 
 N7188N , Helicopter , Robinson , R-22 , No ,1, Reciprocating ,150, 7FL6 
N8032P,Airplane, Boeing , B737-300 , No ,2,Reciprocating,193,IFK
 N8803B ,Airplane, Cessna ,172, No ,1, Reciprocating ,354, 8B8 
N9525D,Airplane, Boeing , B747-300 , No ,2,Reciprocating,268,XHW
 N732RW ,Airplane, Cessna , T210M , No ,1, Reciprocating ,331, TOA 
 N1905S ,Airplane, SOCATA , TB 20 , No ,1, Reciprocating ,201, KEYW 
 N955DC ,Airplane," J.D. Calhoun, Inc. ", Vans ACFT RV6A , Yes ,1, Reciprocating ,231, 97FL 
 N5474Y ,Airplane, Piper , PA-23-250 , No ,2,Reciprocating,164,IZC
 N1811N ,Airplane, Cessna ,120, No ,1, Reciprocating ,370, IJD 
 N8504G , Airplane , Aircraft Mfg & Dev. Co. (AMD) , CH 2000 , No ,1, Reciprocating ,278, U42 
 N4874G , Airplane , Cessna , 172N , No ,1, Reciprocating ,310, KCAE 
 N106LN ,Airplane, Eurocopter , AS350B3 , No ,1, Turbo Shaft ,267, AZ89 
 N2706D ,Airplane, Rawdon Bros. Aircraft , T1 , No ,1, Reciprocating ,373, HWO 
 N7852P ,Airplane, Piper , PA-24-250 , No ,1, Reciprocating ,210, OGD 
 N903B ,Airplane, Bell , 47D1 , No ,1, Reciprocating ,218, E16 
 N25HM ,Airplane, Miller , Vans RV4 , Yes ,1, Reciprocating ,227,NYJ
 N6140R ,Airplane, Cessna , 172RG , No ,1, Reciprocating ,315, IGM 
 N95902 ,Airplane, Cessna , 182Q , No ,1, Reciprocating ,383,NRZ
 N814FA , Airplane , Cessna , T182T , No ,1, Reciprocating ,352,ZJJ
N9159M,Airplane, Bölkow , BO-105-LS , No ,2, Turbo Shaft ,186,TES
 N340BK ,Airplane, Cessna , 340A-RAM VI , No ,2, Reciprocating ,170, PNS 
 N212KR , Airplane , Steven W. Jones , KR2 , Yes ,1, Reciprocating ,293, X61 
 N4851E , Airplane , Champion , 7FC , No ,1, Reciprocating ,245, TKA 
 N86901 , Airplane , Bellanca , 8GCBC , No ,1, Reciprocating ,367,OCW
 N2588X , Airplane , Cessna , P206 , No ,1, Reciprocating ,262, KHEG 
 N57388 ,Airplane, Bellanca Citabria , 7ECA , No ,1, Reciprocating ,156, DYB 
 N6675X ,Airplane, Cessna , 210A , No ,1, Reciprocating ,342, KVGT 
 N105DN ,Airplane, David Nielson , Ison Hi-Max 1700 , Yes ,1, Reciprocating ,258, 0A7 
 N55448 ,Airplane, Beech , A36 , No ,1, Reciprocating ,284,UAJ
 N469PD ,Airplane, Douglas , Adventure Air AMPIB , Yes ,1, Reciprocating ,192, SFZ 
 N53161 ,Airplane, Cessna , 172P , No ,1, Reciprocating ,176,HFG
 N203RF ,Airplane, Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,338, PUB 
 N185CQ , Airplane , Cessna ,185, No ,1, Reciprocating ,335,PXR
 N8158D , Airplane , Piper , PA-22-160 , No ,1, Reciprocating ,228, VCB 
 N9081L , Airplane , Champion , 7GCAA , No ,1, Reciprocating ,267, KO69 
 N2845Q , Airplane , Cessna ,172, No ,1, Reciprocating ,161, MOB 
 N5290B , Airplane , Cessna ,152, No ,1, Reciprocating ,361, 5T6 
N0587K,Airplane, Cessna , 337G , No ,2,Reciprocating,215,RNW
 N556WH ,Airplane, Scottish Aviation , Bulldog 120/121 , No ,1, Reciprocating ,316, JAX 
 N6764P ,Airplane, Piper , PA-24 , No ,1, Reciprocating ,309, PWK 
 N255HR ,Airplane, Huber , DR 107 , Yes ,1, Reciprocating ,283,NNY
 N611JC ,Airplane, Beech , BE-60 , No ,2, Reciprocating ,338, AVL 
 N6108Y ,Airplane, Cessna , T210N , No ,1, Reciprocating ,327,BYF
 N2922C ,Airplane, Cessna ,180, No ,1, Reciprocating ,279, 24PA 
 N592ML ,Airplane, Bombardier , CL-600-2B19 , No ,2, Turbo Fan ,314, PHL 
 N62SJ , Gyrocraft , McCulloch , J2 , No ,1, Reciprocating ,230, CDH 
 N888TR ,Airplane, Beech , BE-200 , No ,2, Turbo Prop ,332, IAD 
 N267KF ,Airplane, David Cadorette , Fox Model II , Yes ,1, Reciprocating ,379, FL74 
 N28539 ,Airplane, Fairchild , 24R-40 , No ,1, Reciprocating ,183, NONE 
 N166DK ,Airplane, SanClemente , Zenith CH 601HDS , Yes ,1, Reciprocating ,162, FIT 
 N724HP ,Airplane, Rogers , Lancair IVP , Yes ,1, Turbo Prop ,267, SYV 
 N6158N ,Airplane, Kramer , Glasair III , Yes ,1, Reciprocating ,259, 06C 
 N5485W ,Airplane, Cessna , P210N , No ,1, Reciprocating ,164,ZXP
 N2703F ,Airplane, Cessna , 182J , No ,1, Reciprocating ,393, SGF 
 N32AB ,Airplane, Beech , BE-P35 , No ,1, Reciprocating ,314, AIK 
 N62711 ,Airplane, Piper , PA-23-250 , No ,2, Reciprocating ,217, TJIG 
 N6188L ,Airplane, Hughes , OH-6A , No ,1, Turbo Shaft ,195,VFN
 N376AE ,Airplane, Saab-Scania AB (Saab) , SF-340B , No ,2, Turbo Prop ,218, DFW 
 N9284J , Airplane , Piper , PA-28 , No ,1, Reciprocating ,292, ABI 
 N4734B , Airplane , Cessna ,152, No ,1, Reciprocating ,309, IPL 
 N4894V , Airplane , Bellanca , BL17-30 , No ,1, Reciprocating ,365, HND 
 N8175M , Airplane , Cessna , 310I , No ,2, Reciprocating ,308, PVU 
N7606E,Airplane, Beech , C23 , No ,2,Reciprocating,324,ANU
 N8619Z ,Airplane, Cessna , P206B , No ,1, Reciprocating ,246, TAZ 
 N230SB ,Airplane, Strissel , Pitts S1S , Yes ,1, Reciprocating ,353, LBL 
 N30DK ,Airplane, Learjet , 35A , No ,2, Turbo Jet ,296, SDM 
 N501RH ,Airplane, Beech ,200, No ,2, Turbo Prop ,247, MTV 
 N112ND ,Airplane, Rockwell , 112A , No ,1, Reciprocating ,238, TPF 
 N18303 ,Airplane, Beech , F33A , No ,1, Reciprocating ,235, 0A7 
 N418AP ,Airplane, AMS Flight , Carat A , No ,1, Reciprocating ,357,MRH
 N856ER ,Airplane, Cessna ,152, No ,1, Reciprocating ,374, FFZ 
 N92871 ,Airplane, North American , Harvard II T-6 , No ,1, Reciprocating ,226, PVT 
 N2240R ,Airplane, Cessna , T210H , No ,1, Reciprocating ,348,WCB
 N9176A ,Airplane, Cessna , 170A , No ,1, Reciprocating ,387, GWS 
 N586FL , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,337, 22N 
N8916H,Airplane, Cessna , F-406 , No ,2,Reciprocating,324,RTC
 N79YV ,Airplane, Beech , 1900C , No ,2,Reciprocating,390,DRQ
 N61518 ,Airplane, Piper , PA-31-350 , No ,2, Reciprocating ,363,BVP
 N3889B ,Airplane, Beech , F35 , No ,1, Reciprocating ,338,LRR
 N425C ,Airplane, Stinson , 108-2 , No ,1, Reciprocating ,221, Y65 
 N18942 ,Airplane, Beech , C24R , No ,1, Reciprocating ,285, O60 
 N19TL ,Airplane, Piper , PA-32RT-300T , No ,1, Reciprocating ,219,BHB
 N63439 ,Airplane, Cessna , 150M , No ,1, Reciprocating ,380,DUM
 N916SH ,Airplane, Eurocopter Deutschland , BO-105 CBS5 , No ,2, Turbo Shaft ,260,SSX
 N709CK ,Airplane, Boeing , 747-132 , No ,4, Turbo Fan ,178,VWH
 N37CJ , Airplane , Cessna , 172SP , No ,1, Reciprocating ,295, KCAE 
 N79795 ,Airplane, Aviat , A-1 , No ,1, Reciprocating ,155,TVY
N5728O,Airplane, Boeing ,757, No ,2,Reciprocating,173,JTW
N3671A,Airplane, Cessna , 208B , No ,2,Reciprocating,318,PMC
 N875JX , Airplane , British Aerospace , Jetstream 32 , No ,2, Turbo Prop ,396, IRK 
 N2314T , Helicopter , Robinson , R-22 , No ,1, Reciprocating ,193, TJIG 
 N607FT , Airplane , Piper , PA-28-161 , No ,1, Reciprocating ,213, X59 
 N558B , Airplane , Beech , B-55 , No ,2, Reciprocating ,306,ERA
 N6870G ,Airplane, Cessna , 150L , No ,1, Reciprocating ,322, DTO 
 N322WW ,Airplane, Beech , B-55 , No ,2, Reciprocating ,356, PDK 
 N39TJ ,Airplane, Aero Vodochody Aero. Works , L-39C , No ,1, Turbo Fan ,275,KYM
N5390R,Airplane, Boeing ,777,No,2,Reciprocating,251,UBR
 N29459 , Airplane , Cessna ,177, No ,1, Reciprocating ,320, AUO 
 N1491K , Airplane , Luscombe , LL-8 , No ,1, Reciprocating ,241, JZP 
 N5520W , Airplane , Piper , PA-28-160 , No ,1, Reciprocating ,343,AYV
 N7049L ,Airplane, Cessna , 310K , No ,2, Reciprocating ,198,QXT
 N5057Y ,Airplane, Piper , PA-18 , No ,1, Reciprocating ,266,POE
 N171S ,Airplane, Beech , H50 , No ,2, Reciprocating ,364, 8W8 
 N5272H ,Airplane, Cessna ,152, No ,1, Reciprocating ,179, WHP 
 N101AM ,Airplane, Cessna , A185F , No ,2, Reciprocating ,378,JYM
 N955AA ,Airplane, Beech , 99A , No ,2, Turbo Prop ,273, BIL 
 N87EZ ,Airplane, Moody , Easy Riser , Yes ,1, Reciprocating ,377, DNL 
 N11FB ,Airplane, Cessna , T210N , No ,1, Reciprocating ,166,YQW
 N119DM , Helicopter , Schweizer , 269C , No ,1, Reciprocating ,201,XPV
 N555MN , Airplane , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,227, 29C 
 N92VA , Airplane , Gunnoe , Velocity , Yes ,1, Reciprocating ,343, 330K 
 N9146D , Airplane , Piper , PA-18 , No ,1, Reciprocating ,197, 43AK 
 N88390 , Airplane , Piper , PA-22 , No ,1, Reciprocating ,199, 1L0 
 N130SV , Airplane , Beech , A23 , No ,1, Reciprocating ,225, 8W2 
N1263N,Airplane, Douglas , DC-3C ,No,2,Reciprocating,206,ALM
 N4126E ,Airplane, Piper , PA-18 , No ,1, Reciprocating ,383, PALH 
 N543BP ,Airplane, BRACKETT AND PELTZ , Kit Fox III , Yes ,1, Reciprocating ,163,GES
 N31SH ,Airplane, DeRosier , DR-107 , Yes ,1, Reciprocating ,249, KNKX 
 N6639R ,Airplane, Hughes , OH-6A , No ,1, Turbo Shaft ,241, L78 
 N6598C ,Airplane, Beech , C24R , No ,1, Reciprocating ,209, HYA 
 N85MM ,Airplane, Malone , VANS RV-6A , Yes ,1, Reciprocating ,296, JOT 
 N706C ,Airplane, Caldwell , Glasair II , Yes ,1, Reciprocating ,160, KHRI 
 C-GGAX ,Airplane, Raven Industries , S-60A , No ,0, Unknown ,378, LEW 
 N8396A ,Airplane, Canadair , CL-600 , No ,2,Reciprocating,156,UHB
 N300HT , Helicopter , Bell , 206 B , No ,1, Turbo Shaft ,260,VGQ
 N454FL ,Airplane, Piper , PA-28-140 , No ,1, Reciprocating ,234,WSL
 N6071C , Airplane , Cessna , 182RG , No ,1, Reciprocating ,320, PVF 
N7388L,Airplane, Boeing , 747-244BC , No ,2,Reciprocating,173, YHZ 
 N357RB ,Airplane, Cessna ,210, No ,2,Reciprocating,390,QZK
 N1002W , Airplane , Murray , DA5B , Yes ,1, Reciprocating ,356, ODO 
 N8886S , Airplane , Air Tractor , AT-301 , No ,1, Reciprocating ,190,SJH
 N92469 ,Airplane, Piper , J-3 , No ,1, Reciprocating ,246,EHX
 N9437H ,Airplane, Cessna , 182R , No ,1, Reciprocating ,186,NPE
 N6410W ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,346, 76S 
 N81DC ,Airplane, Aero Commander ,100, No ,1, Reciprocating ,231, AGC 
 N166EH ,Airplane, Eurocopter France , AS-350B2 , No ,1, Turbo Shaft ,293,EQI
 N819DH ,Airplane, de Havilland , DH-82C , No ,1, Reciprocating ,163, CTY 
 N50338 , Airplane , Bellanca , 7GCBC , No ,1, Reciprocating ,207, INW 
 N5277J , Airplane , Cessna ,207, No ,1, Reciprocating ,314,VVA
N1781F,Airplane, Boeing , 737-800 , No ,2,Reciprocating,214,ZAR
 N233PA ,Airplane, Piper , PA-28-161 , No ,1, Reciprocating ,314,DWZ
 N68298 ,Airplane, Cessna ,152, No ,1, Reciprocating ,190, I67 
 N12625 ,Airplane, Cessna ,172, No ,1, Reciprocating ,346, I67 
 N2771J ,Airplane, Cessna , 172N , No ,1, Reciprocating ,303,EPE
 N5001R , Airplane , Cessna , 185F , No ,1, Reciprocating ,314,XSX
 N6377C , Balloon , Aerostar International Inc. , S-60S , No ,0,Reciprocating,193,CYS
 N87SB , Balloon , Aerostar , SP-1 , No ,0,Reciprocating,315,VRY
 N7423F , Helicopter , Hughes , 269C , No ,1, Reciprocating ,165, OH15 
 N5529K , Airplane , Bellanca , 7ECA , No ,1, Reciprocating ,345, LHB 
 N80657 , Airplane , Cessna , 172M , No ,1, Reciprocating ,174, PSM 
 N49738 , Airplane , Boeing Stearman , B75-N1 , No ,1, Reciprocating ,261, AFN 
 N2563W , Balloon , Balloon Works , Firefly 8B-15 , No ,0,Reciprocating,162,ILZ
 N78211 , Airplane , Cessna , 172K , No ,1, Reciprocating ,326, TN98 
 N82DR , Helicopter , Buss , Rotorway Exec , Yes ,1, Reciprocating ,258,WPJ
 N784TC , Balloon , Thunder and Colt , 180A , No ,0,Reciprocating,155,MGZ
 N701Q ,Airplane, SCAN ,30, No ,2, Reciprocating ,302,DKY
 N20VP ,Airplane, Piper , PA-46-310P , No ,2,Reciprocating,224,MPT
 N732TE ,Airplane, Cessna , 210M , No ,1, Reciprocating ,178, 0V2 
 N186SB ,Airplane, Maule , MT-7-420 , No ,1, Turbo Prop ,201, S07 
 N275WA ,Airplane, Boeing , MD-11F , No ,3, Turbo Jet ,196, ANC 
 N17911 , Glider , Schweizer , SGS 1-26E , No ,0,Reciprocating,301,FUJ
 N701TD , Airplane , Sinclair , Zenith 701 , Yes ,1, Reciprocating ,342, PVT 
 N14DV , Airplane , Mooney , M20E , No ,1, Reciprocating ,184, BJC 
 N5760D ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,297, PAMR 
 N73764 ,Airplane, Cessna , 172N , No ,1, Reciprocating ,160, CPR 
 N210SQ ,Airplane, Bradley , Renegade , Yes ,1, Reciprocating ,223, 6B6 
 N74AM , Helicopter , Hughes , 369HS , No ,1, Turbo Shaft ,296,RTU
 N24373 , Airplane , Cessna ,152, No ,1, Reciprocating ,314, RHV 
 G-BSRJ , Balloon , Thunder and Colt , AA-1050 , No ,0,Reciprocating,159,EDK
 N70466 , Balloon , Aerostar , S-60A , No ,0,Reciprocating,364,ZBU
 N173DC , Airplane , Piper , PA-23-180 , No ,2, Reciprocating ,324, BIE 
 N7841N , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,290, C17 
 DOYES ,Airplane, Worner Balloon Works , NL-1000 , No ,2,Reciprocating,244,AXU
N7643A,Airplane, Piper , PA-38-112 , No ,2,Reciprocating,313,PAA
 N6371C ,Airplane, Lockheed , 18-56 , No ,2, Reciprocating ,182, MAF 
 N5964 ,Airplane, Cessna , A185E , No ,1, Reciprocating ,364,JOY
 N5507V ,Airplane, Piper , PA-34-200T , No ,2, Reciprocating ,396, N87 
 N92CG ,Airplane, Sukhoi , SU-29 , No ,1, Reciprocating ,162, SAF 
 N43064 ,Airplane, Classic Aircraft Corp , WACO YMF , No ,1, Reciprocating ,249,STT
 N40129 ,Airplane, Stinson ,108, No ,1, Reciprocating ,296,RXC
 N220CK , Helicopter , Robinson , R-22 , No ,1, Reciprocating ,399,PVB
 N214JH ,Airplane, Higgins , Acro-Sport II , Yes ,1, Reciprocating ,151,WPP
 N3086R ,Airplane, Cessna , 150G , No ,1, Reciprocating ,267, 3U5 
 N7059F ,Airplane, Rotorway , 162F , Yes ,1, Reciprocating ,326, X50 
 N4835F , Airplane , Cessna , TU206A , No ,1, Reciprocating ,187, OLS 
 N2849Z , Airplane , Piper , PA-22/20 , No ,1, Reciprocating ,205,MOA
 N714MX , Airplane , Cessna , 185F , No ,1, Reciprocating ,304, SAF 
 N45667 , Airplane , Cessna , 150M , No ,1, Reciprocating ,327, TN20 
 N802SP ,Airplane, Cessna , 172S , No ,1, Reciprocating ,396, BJC 
 N1703Y ,Airplane, Beech , B95A , No ,2, Reciprocating ,338, KBUU 
 N45673 ,Airplane, Cessna , 150M , No ,1, Reciprocating ,276,NXN
 N7977H ,Airplane, Piper , PA-12 , No ,1, Reciprocating ,396, 16D 
 N54397 ,Airplane, Piper , PA-28-180 , No ,1, Reciprocating ,239, N57 
 N34CA ,Airplane, Bell , 206L , No ,1, Turbo Shaft ,213,KXM
 N109DL ,Airplane, Boeing , 767-232 , No ,2, Turbo Fan ,380, AUA 
 N41985 , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,200, SA6 
 N968MA , Airplane , Arganbright , Vans RV-4 , Yes ,1, Reciprocating ,254, CUT 
 N4336Q ,Airplane, Cessna , 172L , No ,1, Reciprocating ,200,PGI
 N902GD ,Airplane, Britten-Norman , BN-2A-27 , No ,2, Reciprocating ,309,OXT
 N61111 , Airplane , Cessna , C-150J , No ,1, Reciprocating ,248,HRT
 N276PM ,Airplane, Cessna , 208B , No ,1, Turbo Prop ,303, DEC 
 N189W , Airplane , Cessna , 172H , No ,1, Reciprocating ,174, IWS 
 N8661H , Airplane , Grumman , G-164A , No ,1, Reciprocating ,292,RBF
 N222UT , Helicopter , Bell , 222U , No ,2, Turbo Shaft ,209, STS 
 N3002T , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,285,EZI
 N28086 , Airplane , Bellanca , BL-17-30A , No ,1, Reciprocating ,352,WGH
 N757RD , Airplane , Cessna ,152, No ,1, Reciprocating ,395,KST
 N3685Z , Airplane , Piper , PA-18-180 , No ,1, Reciprocating ,263,WQP
 N735VY ,Airplane, Cessna , 182Q , No ,1, Reciprocating ,353, MOX 
 N2027S ,Airplane, Cessna , T210L , No ,1, Reciprocating ,252,BJO
 N497AE , Helicopter , American Eurocopter , AS-350-B3 , No ,1, Turbo Shaft ,240, 73E 
 N200FF ,Airplane," Smith, Ted Aerostar ", 601P , No ,2, Reciprocating ,188, BJC 
 N4179E , Airplane , Aeronca , 7BCM , No ,1, Reciprocating ,277,MRF
 N67520 ,Airplane, Cessna ,152, No ,1, Reciprocating ,286, MGY 
 N16894 ,Airplane, McDonnell Douglas , MD-82 , No ,2, Turbo Fan ,341, PANC 
 N2200Z ,Airplane, Firefly , Galaxy 9 , No ,0,Reciprocating,365, NONE 
 N96PH ,Airplane, Bell , 206B3 , No ,1, Turbo Shaft ,386,SJG
 N750RW ,Airplane, Bushmaster Aircraft ,2000, No ,3, Reciprocating ,241, FUL 
 N4637K , Airplane , Cessna , 182P , No ,1, Reciprocating ,370, MO49 
 NONE , Airplane , Johnson , Titan Tornado I , Yes ,1, Reciprocating ,400, PVT 
 N29650 , Airplane , Cessna ,177, No ,1, Reciprocating ,224,CON
N8602F,Airplane, Garlick , UH-1H , No ,2,Reciprocating,242,ZJF
 N8005X ,Airplane, Ernst , Pitts S2E , Yes ,1, Reciprocating ,222, 64I 
 N61413 ,Airplane, Schweizer , 269C-1 , No ,1, Reciprocating ,385, BUR 
 N4409M ,Airplane, Piper , PA-12 , No ,1, Reciprocating ,188,ARJ
 N665WB ,Airplane, de Havilland , DHC-22A , No ,1, Reciprocating ,235, FCI 
 N16849 ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,281,FWC
N9579F,Airplane, Piper , PA-28-181 , No ,2,Reciprocating,362,RDN
 N44LD , Airplane , Consolidated Aeronautics Inc. , Lake LA-4-200 , No ,1, Reciprocating ,196,TFM
 N1018D , Airplane , de Havilland , DHC-2 , No ,1, Reciprocating ,268,IUU
 N56775 , Airplane , Piper , PA-28 , No ,1, Reciprocating ,367, NONE 
 N70HR , Airplane , Carter-Jones , Volmer Sportsman , Yes ,1, Reciprocating ,299,KGT
 N729DM ,Airplane, Cessna , 421C , No ,2, Reciprocating ,151, 3R9 
N0092S,Airplane, Piper , PA-28-181 , No ,2,Reciprocating,372,FNF
 N7392B ,Airplane, Cessna , 208B , No ,1, Turbo Prop ,303, GWR 
 N5157T ,Airplane, Cessna , R182 , No ,1, Reciprocating ,202, 2R4 
 N6522T ,Airplane, Britten-Norman , BN-2A , No ,2, Reciprocating ,263,WUM
 N57003 ,Airplane, Boeing , A75N (PT17) , No ,1, Reciprocating ,160, 23N 
 N9757X ,Airplane, Cessna , 210B , No ,1, Reciprocating ,366, FLG 
 N5338H ,Airplane, Cessna ,172, No ,1, Reciprocating ,285, PVU 
 N98222 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,355, JXN 
 N2079S , Airplane , Pinkham , Challenger II , Yes ,1, Reciprocating ,176,HAZ
 N282HP , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,276,WTY
 N801SP ,Airplane, Piper , PA-32R-301 , No ,1, Reciprocating ,242, KRYY 
 N744PK ,Airplane, Kenny , Mariner-MF Boat , Yes ,1, Reciprocating ,199, EGV 
 N11BE ,Airplane, Smith , Aerostar 601P , No ,2, Reciprocating ,291, LSB 
 N43779 ,Airplane, Piper , PA-28-181 , No ,1, Reciprocating ,263, BFI 
 N823WT , Airplane , IAR SA Brasov ,823, Yes ,1, Reciprocating ,354, O15 
 N206SM ,Airplane, Cessna , U206G , No ,1, Reciprocating ,273,BUU
 N712TS ,Airplane, de Havilland , DHC-2 , No ,1, Reciprocating ,223,JIY
 N601FE ,Airplane, Boeing , MD-11 , No ,3, Turbo Fan ,278, KMEM 
 N98659 , Airplane , Piper , J3C-65 , No ,1, Reciprocating ,156,IHU
N3961G,Airplane, Robinson , R-44 ,No,2,Reciprocating,193,ZTG
N0361N,Airplane, Cessna , 182R , No ,2,Reciprocating,337,IPQ
 N57015 ,Airplane, Ryan , ST3KR , No ,1, Reciprocating ,380,XOY
 N931CD ,Airplane, Cirrus , SR-22 , No ,1, Reciprocating ,231,UKJ
 N2453T ,Airplane, Navion , Navion G , No ,1, Reciprocating ,179, OXI 
 N2650U ,Airplane, Cessna , 172D , No ,1, Reciprocating ,374,HEB
N3019V,Airplane, Robinson , R-44 , No ,2,Reciprocating,219,RPP
N9682K,Airplane, Lake , LA-4-200 ,No,2,Reciprocating,278,EWE
 N408TE ,Airplane, Cessna ,401, No ,2, Reciprocating ,172, IXD 
 N8822Q , Airplane , Aero Commander , S2R , No ,1, Turbo Prop ,311,OPX
 N702BX , Gyrocraft , Abbott , RAF 2000 , Yes ,1, Reciprocating ,188,YJS
 N8275W , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,389, MU33 
 N9074W , Airplane , Lemuel May , Leza-Lockwood Aircam , Yes ,2, Reciprocating ,261,MGF
 N5891H , Airplane , Piper , PA-16 , No ,1, Reciprocating ,184,RHV
 N110UX ,Airplane, Wolf , Glassair IIS , Yes ,1, Reciprocating ,376, KFFZ 
 N80237 ,Airplane, Cessna , 172M , No ,1, Reciprocating ,355,WYE
 N970JH ,Airplane, Hebb , Avid Magnum ,No,1, Reciprocating ,385, O57 
 N41185 ,Airplane, Piper , PA-31-350 , No ,2, Reciprocating ,300, PAMH 
 N11418 , Airplane , Cessna , 150L , No ,1, Reciprocating ,361,YIA
 N986AC , Airplane , Cessna , 172L , No ,1, Reciprocating ,307, KFFA 
 N22XM , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,197, KOA 
 N214B ,Airplane, Bell , 214B-1 , No ,1, Turbo Shaft ,178, ASE 
 N253AA ,Airplane, McDonnell Douglas , DC-9-82 , No ,2, Turbo Fan ,358, ORD 
 N82491 ,Airplane, Piper , PA-18 , No ,1, Reciprocating ,187,YZC
 N4647Z ,Airplane, Piper , PA-22-108 , No ,1, Reciprocating ,279, KX40 
 N7533E , Helicopter , Robinson , R22 Beta 2 , No ,1, Reciprocating ,354, U77 
 N29BF ,Airplane, Cessna , 185F , No ,1, Reciprocating ,294, SMQ 
